"vendor_id","vendor_address","Geohash","permitType",lastCheckup,"vendorName","vendor_id"
"NA","13215 N US 183 HWY SVRD NB, AUSTIN, TX 78729","9v6mnvup","Mobile Food","04-20-2023","COA - GBJB'S","22225"
"NA","6511 BRUSH COUNTRY RD, AUSTIN, TX 78749","9v67vw43","Mobile Food","04-16-2024","COA - DARSAN NAMASTEY LLC","23701", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","05-07-2024","COA - HAKKA EXPRESS","23814", 
"NA","2700 S CONGRESS AVE, AUSTIN, TX 78704","9v6kp2pw","Mobile Food","04-23-2024","COA - RAS MODERN INDIAN","8042", 
"NA","75 RAINEY ST, AUSTIN, TX 78701","9v6kpuku","Mobile Food","03-09-2024","COA - BURRO CHEESE KITCHEN #2","23490", 
"NA","5700 MANCHACA RD, AUSTIN, TX 78745","9v67ykxc","Mobile Food","12-27-2023","COA - MI GRAN SABOR CATRACHO","23174", 
"NA","105 E BRAKER LN, AUSTIN, TX 78753","9v6sc4qb","Mobile Food","11-06-2023","COA - COCINA HONDURENA 2","22585", 
"(512) 939-8056","6707 CAMERON RD, AUSTIN, TX 78752","9v6s8bj2","Mobile Food","04-11-2023","COA - ANGELITO'S TACOS #2","22261", 
"NA","1311 S 1ST ST, AUSTIN, TX 78704","9v6kpdcr","Mobile Food","09-26-2023","COA - SCHNITZYS","22896", 
"NA","1720 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpm71","Mobile Food","10-14-2023","COA - BURGER TRUCK, THE","21960", 
"NA","522 E 6TH ST, AUSTIN, TX 78701","9v6kpvvv","Mobile Food","05-06-2023","COA - STONY'S PIZZA","21377", 
"NA","1700 W ANDERSON LN, AUSTIN, TX 78757","9v6s8jxg","Mobile Food","06-27-2023","COA - MARYS TACOS","22491", 
"NA","812 THURMOND ST, AUSTIN, TX 78758","9v6s8tu8","Mobile Food","03-28-2024","COA - TACOS EL RINCON # 2","23769", 
"NA","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","07-14-2023","COA - ELOSNACK MI BENDICION ""TIERRA CALIENTE""","22175", 
"(214) 566-5555","415 E ST ELMO RD, AUSTIN, TX 78745","9v67zk7e","Mobile Food","12-05-2023","COA - SXSE FOOD CO - EAST","22663", 
"NA","415 E ST ELMO RD, AUSTIN, TX 78745","9v67zk7e","Mobile Food","07-13-2023","COA - SXSE FOOD CO","22603", 
"NA","1108 E 12TH ST AUSTIN, TX 78702 ","9v6s0nux","Mobile Food","09-14-2023","COA - CUANTOS TACOS #2","22972", 
"NA","5303 CAMERON RD, AUSTIN, TX 78723","9v6s2tgs","Mobile Food","02-22-2024","OOB - COA - J'S SNACKS & MORE","23147", 
"(512) 225-1598","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","03-14-2024","COA - FALAFEL N' MORE 2","23623", 
"NA","1154 LYDIA ST, AUSTIN, TX 78702","9v6s0nkg","Mobile Food","06-22-2023","COA - TONY'S JAMAICAN FOOD LLC","22448", 
"NA","1606 E 6TH ST, AUSTIN, TX 78702","9v6s0jnp","Mobile Food","05-07-2024","COA - R&B'S STEAK AND FRIES","23811", 
"NA","12195 METRIC BLVD , AUSTIN, TX 78758","9v6sbze2","Mobile Food","08-03-2023","COA - EL NORTENO #1","23169", 
"NA","1901 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78702","9v6s221z","Mobile Food","10-28-2023","COA - TA - CO MADRE","22748", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","03-07-2024","COA - TAQUERIA SABOR A MEXICO","23594", 
"NA","310 E RUNDBERG LN, AUSTIN, TX 78753","9v6s8yzh","Mobile Food","05-07-2024","COA - TACOS EL MEN","23815", 
"NA","1308 E 6TH ST, AUSTIN, TX 78702","9v6s0jkh","Mobile Food","02-20-2024","COA - SMOKIN ROSE TACO JOINT","23410", 
"NA","604 DRISKILL ST, AUSTIN, TX 78701","9v6kpuvh","Mobile Food","02-26-2023","COA - ZIKI KITCHEN","Z6", 
"(512) 963-7130","1913 W BEN WHITE BLVD SVRD EB AUSTIN, TX 78745 ","9v67yz0d","Mobile Food","07-20-2023","COA - TACOS MICHOACAN","22573", 
"(408) 931-0087","8213 BRODIE LN STE 100 AUSTIN, TX 78745 ","9v67v9u4","Mobile Food","11-14-2023","COA - BIRYANI N CHAAT","22638", 
"(786) 266-3784","75 RAINEY ST, AUSTIN, TX 78701","9v6kpuku","Mobile Food","06-11-2024","COA - HAVE A TACO RAINEY","23996", 
"(512) 767-9652","2005 E OLTORF ST AUSTIN, TX 78741 ","9v6ebp2d","Mobile Food","02-27-2024","COA - EL BUEN TAQUERO #3","23546", 
"(972) 480-2137","2005 E OLTORF ST AUSTIN, TX 78741 ","9v6ebp2d","Mobile Food","02-29-2024","COA - DELICIAS DE OAXACA","23387", 
"NA","2000 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0k05","Mobile Food","06-13-2023","COA - SQUID TRUCK","21003", 
"(512) 785-8017","3839 AIRPORT BLVD, AUSTIN, TX 78722","9v6s29uj","Mobile Food","11-07-2023","COA - TAQUERIA EL PICANTE","23024", 
"(512) 466-0123","8224 BURNET RD, AUSTIN, TX 78757","9v6s8p76","Mobile Food","02-01-2024","COA - LA TRAILA #3","22429", 
"NA","737 MONTOPOLIS DR, AUSTIN, TX 78741","9v6s0bk7","Mobile Food","11-07-2023","COA - SABOR DEL SUR","23042", 
"NA","71 RAINEY ST, AUSTIN, TX 78701","9v6kpukf","Mobile Food","06-08-2023","COA - ASIAN KITCHEN #2","22413", 
"NA","71 RAINEY ST, AUSTIN, TX 78701","9v6kpukf","Mobile Food","10-03-2023","COA - STARLIT","7900", 
"(512) 317-0997","318 E 5TH ST, AUSTIN, TX 78701","9v6kpvgg","Mobile Food","08-29-2023","COA - PIZZA 12","23182", 
"NA","10505 N FM 620 RD, AUSTIN, TX 78726","9v6mjy0g","Mobile Food","05-14-2024","COA - DESI CHINESE","23906", 
"NA","1011 REINLI ST, AUSTIN, TX 78723","9v6s2xhn","Mobile Food","06-06-2024","COA - RAINBOW SNACK HOUSE","24009", 
"NA","2101 S 1ST ST, AUSTIN, TX 78704","9v6kp3z7","Mobile Food","11-22-2023","COA - EL PRIMO","22432", 
"NA","2901 S CAPITAL OF TEXAS HWY NB AUSTIN, TX 78746 ","9v6knk4v","Mobile Food","08-18-2023","COA - MAPLE CORN ","130994", 
"NA","4749 E BEN WHITE BLVD SVRD EB, AUSTIN, TX 78744","9v6ebh5p","Mobile Food","09-20-2023","COA - G'BOBS #1","22487", 
"NA","1914 GUADALUPE ST, AUSTIN, TX 78705","9v6krbf1","Mobile Food","09-19-2023","COA - CAMINO ALAMO BBQ","22787", 
"(512) 351-2394","10200 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbyh","Mobile Food","08-22-2023","COA - TACOS CALVILLO","22830", 
"NA","7800 S 1ST ST, AUSTIN, TX 78745","9v67wxn4","Mobile Food","08-17-2023","COA - ARTIPASTA #2","23154", 
"NA","10701 MANCHACA RD, AUSTIN, TX 78748","9v67tg4k","Mobile Food","03-30-2023","COA - CHIVATA #2","22154", 
"NA","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","05-28-2024","COA - SALCHI 512","23855", 
"(512) 905-0533","1108 E 12TH ST AUSTIN, TX 78702 ","9v6s0nux","Mobile Food","04-25-2024","COA - CUANTOS TACOS #1","23831", 
"(512) 803-0395","6105 MANOR RD, AUSTIN, TX 78723","9v6s3m3e","Mobile Food","05-09-2024","COA - LA YAQUESITA","23719", 
"NA","1124 AIRPORT BLVD, AUSTIN, TX 78702","9v6s0vgg","Mobile Food","08-01-2023","COA - TAQUERIA LA CHINQUIS #1","23209", 
"(305) 930-5350","510 W OLTORF ST, AUSTIN, TX 78704","9v6kp3q7","Mobile Food","04-18-2024","COA - DATE GOURMET ","471159", 
"NA","601 RIO GRANDE ST, AUSTIN, TX 78701","9v6kpwmp","Mobile Food","10-17-2023","COA - COCINA PRANA","22312", 
"NA","3909 N IH 35 SVRD NB, AUSTIN, TX 78722","9v6s275z","Mobile Food","08-29-2023","COA - AUSTIN'S SNOW CORN","23197", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","11-02-2023","COA - KARACHI GRILL & KABAB HOUSE","23088", 
"(512) 758-2463","5500 S 1ST ST, AUSTIN, TX 78745","9v67ygtf","Mobile Food","04-23-2024","COA - PUPUSERIA EL BUEN GUSTO","8044", 
"NA","1949 S IH 35 SVRD NB, AUSTIN, TX 78741","9v6kpbt9","Mobile Food","05-28-2024","COA - STERRATO ITALIAN SPECIALTIE","23860", 
"NA","2538 GUADALUPE ST, AUSTIN, TX 78705","9v6krf4s","Mobile Food","01-17-2023","COA - EAST KOAST ICES","21781", 
"(512) 203-4932","2005 E OLTORF ST AUSTIN, TX 78741 ","9v6ebp2d","Mobile Food","10-12-2023","COA - EL SUPER TACO","23003", 
"(512) 217-0300","901 W RIVERSIDE DR, AUSTIN, TX 78704","9v6kpt4e","Mobile Food","07-10-2023","COA - FREAL AUSTIN","22286", 
"NA","2115 ALLRED DR, AUSTIN, TX 78748","9v67tusj","Mobile Food","07-18-2023","COA - TEXAMI","21846", 
"NA","10917 S IH 35 SVRD NB, AUSTIN, TX 78747","9v67qxkg","Mobile Food","11-22-2023","OOB - COA - DEVIL DOG COFFEE COMPANY ","170757", 
"(512) 965-9814","9201 CIRCUIT OF THE AMERICAS BLVD, AUSTIN, TX 78617","9v6e6n1b","Mobile Food","03-22-2024","COA - AUSTIN SCOOPS","23595", 
"NA","737 MONTOPOLIS DR, AUSTIN, TX 78741","9v6s0bk7","Mobile Food","02-27-2024","COA - LA BELLA HONDURAS","23406", 
"NA","91 RAINEY ST, AUSTIN, TX 78701","9v6kputr","Mobile Food","03-15-2024","ATX GOBBLE GOBBLE","22144", 
"NA","2908 FRUTH ST AUSTIN, TX 78705 ","9v6krg4s","Mobile Food","05-02-2023","COA - COUNTER CULTURE","22276", 
"NA","3901 PROMONTORY POINT DR, AUSTIN, TX 78744","9v6eb576","Mobile Food","06-22-2023","COA - BESAME LLC","22445", 
"NA","15400 N FM 620 RD, AUSTIN, TX 78717","9v6mrvkv","Mobile Food","07-22-2023","COA - TACOS LA CATRINA","22059", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","COA - UNIT SB108","8074", 
"NA","4912 MONTEREY OAKS BLVD, AUSTIN, TX 78749","9v6kj878","Mobile Food","06-14-2024","CHAAT KA CHASKAAA","23127", 
"NA","9318 N IH 35 SVRD SB, AUSTIN, TX 78753","9v6s9n8c","Mobile Food","12-21-2023","COA - PUPUSERIA LA PERLA DE ORIENTE SAN MIGUEL #2","22124", 
"NA","2730 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s07rw","Mobile Food","06-01-2023","COA - HIPPIE PICNIK","22336", 
"(512) 779-2140","900 SPRINGDALE RD AUSTIN, TX 78702 ","9v6s0ucd","Mobile Food","04-02-2024","COA - CONSCIOUS CRAVINGS #1","23706", 
"NA","5333 FLEMING CT, AUSTIN, TX 78744","9v6eb4tr","Mobile Food","01-02-2024","COA - OTOSHI ATX","23265", 
"NA","2700 S LAMAR BLVD, AUSTIN, TX 78704","9v6knfn2","Mobile Food","04-06-2023","COA - GOURDOUGH'S 3","21894", 
"NA","1501 E 6TH ST, AUSTIN, TX 78702","9v6s0jhu","Mobile Food","12-19-2023","COA - ROLLIN SMOKE ATX BBQ","23122", 
"NA","2730 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s07rw","Mobile Food","01-11-2024","COA - WOW POKE","23312", 
"NA","13422 DESSAU RD, AUSTIN, TX 78660","9v6sfnyc","Mobile Food","12-21-2023","COA - TACOS REGIOS AL VAPOR DE AUSTIN LLC #","22769", 
"(862) 226-2468","5002 HAMILTON LN, AUSTIN, TX 78759","9v6kzwwz","Mobile Food","03-19-2024","COA - ZIKI KITCHEN","Z7", 
"(224) 361-1140","628 E OLTORF ST, AUSTIN, TX 78704","9v6kp8t2","Mobile Food","09-21-2023","COA - CON MADRE COCINA","22887", 
"NA","9433 PARKFIELD DR, AUSTIN, TX 78758","9v6sb8mh","Mobile Food","01-25-2024","COA - ANTOJITOS EL MASTER","22864", 
"NA","1605 DUNGAN LN, AUSTIN, TX 78754","9v6s9mhw","Mobile Food","04-30-2024","COA - EL SABOR MEXICANO #2","22372", 
"(512) 909-8226","9618 MANCHACA RD, AUSTIN, TX 78748","9v67tvr7","Mobile Food","02-20-2024","COA - CASITA NICOLE #2","23512", 
"NA","604 WILLIAMS ST, AUSTIN, TX 78752","9v6s8673","Mobile Food","09-28-2023","TAQUITO ANAYA","21458", 
"NA","408 E RUNDBERG LN, AUSTIN, TX 78753","9v6s9nb5","Mobile Food","08-17-2023","COA - TAQUERIA PIEDRA GRANDE","22717", 
"NA","303 W MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78701","9v6krbe2","Mobile Food","02-15-2024","COA - USA HALAL 2","21981", 
"NA","500 E ST ELMO RD, AUSTIN, TX 78745","9v67zks1","Mobile Food","10-10-2023","COA - CREPE ME","23000", 
"NA","11200 LAKELINE BLVD, AUSTIN, TX 78717","9v6mqscs","Mobile Food","01-12-2024","COA - TINY CANTINA SIP N SHOP","7985", 
"NA","500 W WILLIAM CANNON DR, AUSTIN, TX 78745","9v67yc4n","Mobile Food","02-09-2023","COA - CW SIZZLE HOUSE","21953", 
"NA","3842 AIRPORT BLVD, AUSTIN, TX 78722","9v6s29gt","Mobile Food","07-11-2023","COA - DOS FRONTERAS","22583", 
"(512) 652-8564","302 E 6TH ST, AUSTIN, TX 78701","9v6kpy5c","Mobile Food","12-07-2023","COA - ALSAADI HALAL 2","23139", 
"(956) 293-2997","4301 DUVAL ST, AUSTIN, TX 78751","9v6s2hy3","Mobile Food","09-12-2023","COA - SWEET SPOT SNACKS N MOR","22976", 
"NA","2512 RIO GRANDE ST AUSTIN, TX 78705 ","9v6krf0x","Mobile Food","08-08-2023","JULIE'S HANDMADE NOODLES","22693", 
"(512) 803-9352","6901 N FM 620 RD, AUSTIN, TX 78730","9v6kvq2r","Mobile Food","03-21-2024","COA - DIRTY DOUGH COOKIES","23632", 
"NA","75 RAINEY ST, AUSTIN, TX 78701","9v6kpuku","Mobile Food","04-23-2024","COA - PORK BOOTY ATX 2","23670", 
"NA","628 E OLTORF ST, AUSTIN, TX 78704","9v6kp8t2","Mobile Food","06-21-2023","COA - CON MADRE KITCHEN LLC #2 ","853781", 
"NA","100 W DEAN KEETON ST, AUSTIN, TX 78712","9v6krfjh","Mobile Food","08-15-2023","COA - BIG TAQUITO","22686", 
"(516) 398-5770","7800 S 1ST ST, AUSTIN, TX 78745","9v67wxn4","Mobile Food","10-05-2023","BROOKLYN BREAKFAST SHOP","22313", 
"NA","2109 S CONGRESS AVE, AUSTIN, TX 78704","9v6kp97q","Mobile Food","02-01-2024","COA - EL BORRACHO TACOS","23285", 
"(512) 294-0206","8929 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8y9d","Mobile Food","04-24-2024","COA - LA CASA DEL SABOR #2","22825", 
"NA","1309 W 45TH ST AUSTIN, TX 78756 ","9v6krydy","Mobile Food","01-18-2024","COA - KUWAY'S BANH MI","22919", 
"NA","1108 E 12TH ST AUSTIN, TX 78702 ","9v6s0nux","Mobile Food","02-21-2023","COA - HAJIMA STREET KITCHEN","22022", 
"(512) 317-7262","2204 WOODLAND AVE, AUSTIN, TX 78741","9v6s00kd","Mobile Food","01-04-2024","COA - TACOS Y PUPUSAS","23323", 
"NA","1421 E RUNDBERG LN AUSTIN, TX 78753 ","9v6s9m1z","Mobile Food","07-18-2023","COA - SABOR K-TRACHO","22572", 
"NA","8711 N LAMAR BLVD, AUSTIN, TX 78753","9v6s8wp3","Mobile Food","09-26-2023","COA - ANTOJITOS MAYA QUICHE","22901", 
"NA","603 W LIVE OAK ST, AUSTIN, TX 78704","9v6kp3yd","Mobile Food","08-24-2023","COA - FRIJOLE BEAN CUISINE","22734", 
"NA","6305 CAMERON RD, AUSTIN, TX 78723","9v6s2zsm","Mobile Food","12-20-2023","COA - TAQUERIA JEFES IV","22749", 
"NA","9318 N IH 35 SVRD SB AUSTIN, TX 78753 ","9v6s9n8c","Mobile Food","01-23-2024","COA - TACOS EL PARIENTE","23240", 
"NA","11100 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc49b","Mobile Food","01-25-2024","COA - DELICIAS HONDURAS","23235", 
"NA","5002 HAMILTON RD AUSTIN, TX 78759 ","9v6kzwwy","Mobile Food","05-02-2024","COA - WELADEE THAI KITCHEN","23006", 
"NA","9313 ANDERSON MILL RD AUSTIN, TX 78729 ","9v6mnz7c","Mobile Food","08-17-2023","COA - THAI TIME","22713", 
"NA","9710 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbhr","Mobile Food","12-05-2023","COA - TAQUERIA LOS JALICIENSES","22661", 
"NA","9341 W SH 71, AUSTIN, TX 78736","9v6khh9d","Mobile Food","03-28-2023","OOB - RICO EXPRESS 6","7839", 
"(512) 939-9127","7207 E RIVERSIDE DR, AUSTIN, TX 78741","9v6ebvkz","Mobile Food","06-13-2024","COA - HONDURAS FOOD","23990", 
"(432) 269-7596","105 W BRAKER LN, AUSTIN, TX 78753","9v6sc4qb","Mobile Food","02-27-2024","COA - SOCATRA FOOD LAND LLC","23401", 
"NA","1313 MONTOPOLIS DR, AUSTIN, TX 78741","9v6ebz1p","Mobile Food","11-07-2023","COA - LARRY KING","23022", 
"NA","104 E 31ST ST, AUSTIN, TX 78705","9v6krgn9","Mobile Food","07-06-2023","COA - COLD COCKED SNO-BALLS LLC","22508", 
"NA","5011 E CESAR CHAVEZ ST, AUSTIN, TX 78702","9v6s0g13","Mobile Food","02-06-2024","COA - TAQUERIA LA CHILANGA","23292", 
"NA","4431 LUCKSINGER LN, AUSTIN, TX 78745","9v67zk91","Mobile Food","05-23-2024","COA - VERACRUZ EN LA COCINA DE LA TIA MARY","23881", 
"NA","817 W 5TH ST, AUSTIN, TX 78703","9v6kpw6m","Mobile Food","02-23-2024","AUSTIN'S HABIBI #2","22844", 
"NA","3010 GUADALUPE ST, AUSTIN, TX 78705","9v6krg6x","Mobile Food","02-23-2023","COA - CHIX STATION LLC","21944", 
"NA","2906 FRUTH ST, AUSTIN, TX 78705","9v6krg47","Mobile Food","01-18-2024","COA - WOW POKE 2","23345", 
"NA","628 E OLTORF ST, AUSTIN, TX 78704","9v6kp8t2","Mobile Food","06-21-2023","COA - CON MADRE KITCHEN #1 ","433034", 
"(512) 698-7961","2401 WINSTEAD LN AUSTIN, TX 78703 ","9v6kr6th","Mobile Food","06-15-2023","COA - SNORIDE","22420", 
"NA","5708 S CONGRESS AVE, AUSTIN, TX 78745","9v67z43u","Mobile Food","10-12-2023","COA - PUPUSERIA LILIAM","22798", 
"NA","8704 CROSS PARK DR, AUSTIN, TX 78754","9v6s97bd","Mobile Food","06-08-2023","COA - EL ASADOR DEL REY LLC","22416", 
"(512) 300-2800","6515 AIRPORT BLVD AUSTIN, TX 78752 ","9v6s83qj","Mobile Food","05-28-2024","COA - 65 MR SAMS FOODMART","23581", 
"NA","9341 W SH 71, AUSTIN, TX 78736","9v6khh9d","Mobile Food","03-19-2024","EL POLLO RICO EXPRESS #6","22934", 
"NA","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","09-05-2023","COA - EL BUEN SABOR MICHOACANO","21831", 
"(737) 280-8234","8704 CROSS PARK DR, AUSTIN, TX 78754","9v6s97bd","Mobile Food","09-26-2023","COA - TAQUERIA RICHITACOS ARCE","22899", 
"NA","4925 CRAIGWOOD DR, AUSTIN, TX 78725","9v6s39n7","Mobile Food","12-14-2023","COA - LA HAWAIIANA INC E3","7919", 
"NA","6607 S PLEASANT VALLEY RD, AUSTIN, TX 78744","9v67xtzn","Mobile Food","05-25-2023","COA - TACOS TRINY'S","22380", 
"NA","110 W SLAUGHTER LN, AUSTIN, TX 78748","9v67wgbf","Mobile Food","10-26-2023","COA - EL SAZON CATRACHO #2","23027", 
"(312) 664-8200","10414 MC KALLA PL, AUSTIN, TX 78758","9v6sb7fv","Mobile Food","05-29-2024","COA - UNIT SP119","8077", 
"NA","1637 E RIVERSIDE DR, AUSTIN, TX 78741","9v6s01fe","Mobile Food","03-19-2024","COA - PORK BOOTY ATX","23642", 
"NA","2401 WINSTED LN, AUSTIN, TX 78703","9v6kr6th","Mobile Food","12-04-2023","COA - COOKIE RICH LITTLEFIELDS","22807", 
"(512) 998-3249","1505 TOWN CREEK DR, AUSTIN, TX 78741","9v6s01m6","Mobile Food","06-22-2023","COA - BAT CITY PIES","22444", 
"NA","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","03-21-2024","COA - PALOMA'S ANTOJITOS MEXICANOS","23641", 
"NA","408 E RUNDBERG LN, AUSTIN, TX 78753","9v6s9nb5","Mobile Food","03-12-2024","COA - ELOTE'S FANNY #3","23598", 
"NA","424 S LAMAR BLVD SB, AUSTIN, TX 78704","9v6kpkyj","Mobile Food","04-30-2024","COA - TOMMY WANT WINGY #5","23839", 
"NA","2103 W SLAUGHTER LN, AUSTIN, TX 78748","9v67tuv5","Mobile Food","01-05-2023","COA - LA HAWAIIANA 1.0","21738", 
"NA","9710 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbhr","Mobile Food","01-24-2024","COA - LAS CATRACHAS EL BUEN SAZON #2","22631", 
"(512) 803-6325","2701 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78702","9v6s22rq","Mobile Food","04-09-2024","WATTS - THAT SOUL FOOD & MORE","23808", 
"NA","1110 WEST LYNN ST, AUSTIN, TX 78703","9v6kr2md","Mobile Food","06-20-2023","COA - LA HOLLY TAQUERIA","22447", 
"(512) 947-3235","2505 WEBBERVILLE RD, AUSTIN, TX 78702","9v6s0mpn","Mobile Food","06-06-2024","COA - VERACRUZ ALL NATURAL LLC #2","23741", 
"NA","1914 GUADALUPE ST Bldg B, AUSTIN, TX 78705","9v6krbf1","Mobile Food","06-22-2023","COA - BOTANITAS FRUTAS Y MAS #2","22482", 
"NA","11410 CENTURY OAKS TER, AUSTIN, TX 78758","9v6sbnmw","Mobile Food","05-06-2023","COA - GREENS 'N GRILL LLC","21483", 
"NA","5327 CAMERON RD, AUSTIN, TX 78723","9v6s2tgy","Mobile Food","01-23-2024","COA - EL NORTENO #3","23245", 
"NA","2400 S CONGRESS AVE, AUSTIN, TX 78704","9v6kp8bc","Mobile Food","01-10-2023","COA - ANTOJITOS DONA GLADIS","7841", 
"NA","8000 SHOAL CREEK BLVD AUSTIN, TX 78757 ","9v6kxzdy","Mobile Food","03-19-2024","COA - TACO BREAK","23645", 
"NA","1720 BARTON SPRINGS RD, AUSTIN, TX 78704","9v6kpm71","Mobile Food","12-14-2023","COA - ATX CUCINA #3","22890", 
"NA","1313 MONTOPOLIS DR, AUSTIN, TX 78741","9v6ebz1p","Mobile Food","09-07-2023","COA - MEXICAN TACOS #2","23190", 
"NA","12195 METRIC BLVD, AUSTIN, TX 78758","9v6sbze2","Mobile Food","11-01-2023","COA - BU JADOH","22992", 
"(737) 239-6048","10601 N LAMAR BLVD, AUSTIN, TX 78753","9v6sc13s","Mobile Food","08-01-2023","COA - TAQUERIA ALVINO ","642558", 
"NA","3520 W SLAUGHTER LN, AUSTIN, TX 78749","9v67tqgm","Mobile Food","07-26-2023","COA - PLATINUM FORKS LLC ","385260", 
"(662) 226-2468","2120 S LAMAR BLVD, AUSTIN, TX 78704","9v6kp4kr","Mobile Food","03-28-2024","COA - ZIKI KITCHEN","Z8", 
"NA","900 SPRINGDALE RD AUSTIN, TX 78702 ","9v6s0ucd","Mobile Food","12-21-2023","COA - CREOLE TASTE LLC","22913", 
"NA","10300 SPRINGDALE RD, AUSTIN, TX 78754","9v6s9up9","Mobile Food","04-22-2024","COA - YELLOW BELL TACOS","22781", 
"NA","9710 N LAMAR BLVD, AUSTIN, TX 78753","9v6sbbhr","Mobile Food","06-08-2023","COA - CHILANGUITA #2 LLC","22480", 
"NA","104 W HOWARD LN AUSTIN, TX 78660 ","9v6t19ry","Mobile Food","03-09-2023","TACUBAYA #2 LLC ","318276", 
"NA","604 DRISKILL ST, AUSTIN, TX 78701","9v6kpuvh","Mobile Food","04-14-2024","COA - TACOBABY #3","23102", 
"NA","2711 S IH 35 SVRD NB, AUSTIN, TX 78741","9v67zycq","Mobile Food","06-27-2023","COA - PAM'S WAY KITCHEN","22548", 
"NA","606 W SLAUGHTER LN, AUSTIN, TX 78748","9v67wsbd","Mobile Food","08-17-2023","COA - SINBAD MKH MIX","23151", 
"NA","5609 S CONGRESS AVE, AUSTIN, TX 78745","9v67z46t","Mobile Food","05-30-2024","COA - NEIGHBORS AUSTIN","23957", 
"(512) 383-6127","510 W OLTORF ST, AUSTIN, TX 78704","9v6kp3q7","Mobile Food","11-21-2023","COA - TYBAH MEDITERRANEAN KITCHEN","23098", 
"NA","8940 RESEARCH BLVD STE 100 AUSTIN, TX 78758 ","9v6sb29m","Mobile Food","10-28-2023","COA - PINBALLZ ARCADE","22774", 
